公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市/櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,交易市場
6492,生華生物科技股份有限公司,生華科,生技醫療業,－,新北市新店區北新路3段225號10樓,54021973,胡定吾,宋台生,宋台生,總經理,郭美慧/張小萍,(02)89119856,101/11/16,106/04/24,新台幣 10.0000元,897273700,89727370,0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,(02)23816288,台北市博愛路17號3樓,資誠聯合會計師事務所,游淑芬,林鈞堯,SH,"10F., No. 225, Sec. 3, Peihsin Rd., Hsintien Dist.,New Taipei City, Taiwan",(02)89119956,service@senhwabiosciences.com,http://www.senhwabio.com/,邱鵬宇,投資人關係資深經理,02-89119856#203,peterchiu@senhwabio.com,http://www.senhwabio.com/tw/stakeholders,上櫃
6494,九齊科技股份有限公司,九齊,半導體業,－,新竹市水利路81號7樓之1,28509490,陳建隆,鄭弘屏,鄭弘屏,總經理,黃英傑,03-5169077,95/10/30,105/05/09,新台幣 10.0000元,315596900,31559690,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,吳恪昌,黃毅民,Nyquest,"7F-1, No.81, Shuilli RoadHsinchu, Taiwan, R.O.C.",03-5169076,ir@nyquest.com.tw,www.nyquest.com.tw,陳筱萍,管理部經理,(03)5169077,ir@nyquest.com.tw,www.nyquest.com.tw/investors3.asp,上櫃
6496,科懋生物科技股份有限公司,科懋,生技醫療業,－,台北市南港區園區街3號14樓之6,23024594,陳澤民,陳澤民,陳銘策,財務部經理,陳佳琳,(02)2655-7568,77/07/21,105/01/07,新台幣 10.0000元,466670000,46667000,0,0,合併,每年,股東會,元富證券股份有限公司股務代理部,(02)2768-6668,台北市光復北路11巷35號B1,安侯建業聯合會計師事務所,黃伯淑,尹元聖,Excelsior,"14F-6, No.3, Park St., Nangang Dist.Taipei 11503 Taiwan",(02)2655-7916,ir@excelsiorgroup.com.tw,http://www.excelsiorgroup.com.tw,陳銘策,財務部經理,0965716496,ir@excelsiorgroup.com.tw,http://www.excelsiorgroup.com.tw/governance_3.html,上櫃
6499,益安生醫股份有限公司,益安,生技醫療業,－,台北市士林區後港街116號7F,54150856,張有德,張有德,陳靖宜,資深協理,黃惠靖,02-28816686,101/12/22,105/07/27,新台幣 10.0000元,731690740,73169074,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路2段97號B2,資誠聯合會計師事務所,周筱姿,林玉寬,Medeon,"7F., No.116, Hougang St., Shilin Dist.Taipei City 111, Taiwan",02-28816907,IR@medeonbio.com,www.medeonbio.com,陳靖宜,資深協理,02-28816686,IR@medeonbio.com,www.medeonbio.com,上櫃
6506,(又又)邦實業股份有限公司,雙邦,紡織纖維,－,南投縣南投市南崗工業區永興路3號,23531297,張崇棠,許瑜娟,許瑜娟,總經理,林敏珠,049-2257450,78/11/17,100/05/03,新台幣 10.0000元,823608260,82360826,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,維揚聯合會計師事務所,柯俊禎,王子揚,SBI,"NO.3, Yongsing Road, Nantou City, Nantou County 540, Taiwan, R. O. C.",049-2257436,contact@sbinet.com.tw,http://www.shuang-bang.com/index.html,林敏珠,財務主管,049-2257450#301,nitalin@sbinet.com.tw,http://www.shuang-bang.com/stake.html,上櫃
6508,惠光股份有限公司,惠光,農業科技,－,台南市麻豆區苓子林17-10號,69546202,陳冠華,陳冠華,朱秋碧,副總經理,劉珊瑛,06-5702181,54/12/17,93/03/22,新台幣 10.0000元,856701670,85670167,0,0,合併,每年,董事會,永豐金證券股務代理部,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,林永智,林姿妤,HKC,"17-10 Ling Tzyy Lin, Matou Tainan , Taiwan",06-5700065,anita@huikwang.com,www.huikwang.com,朱秋碧,副總經理,06-5702181分機218,anita@huikwang.com,www.huikwang.com,上櫃
6509,聚和國際股份有限公司,聚和,化學工業,－,高雄市大寮區潮寮里華東路28號,4243562,郭聰田,郭聰田,鄭仲生,執行副總,于雯慧,07-7887600,64/02/07,93/04/12,新台幣 10.0000元,1732041010,173204101,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,江佳玲,許凱甯,HOPAX,"NO.28, HUA DONG ROAD, DALIAO, KAOHSIUNG 83162, TAIWAN　Kaohsiung ,Taiwan",07-7875853,investor@hopax.com.tw,www.hopax.com,鄭仲生,執行副總,07-7887600,investor@hopax.com.tw,https://www.hopax.com/zh-tw/investor/overview,上櫃
6510,中華精測科技股份有限公司,精測,半導體業,－,桃園巿平鎮區工業三路15號,27879121,林國豐,黃水可,黃水可,總經理,許憶萍,(03)4691234,94/08/26,105/03/24,新台幣 10.0000元,327890220,32789022,0,0,合併,每年,股東會,台新國際商業銀行股務代理部,(02)25048125,10489台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,黃裕峰,林政治,CHPT,"15 Gongye 3rd Road, Pingjhen Dist,Taoyuan City 324, Taiwan, R.O.C",(03)4693119,chpt@chpt.com,http://www.chpt.com,吳慶貞,資深經理,(03)4691234,investor@chpt.com,http://www.chpt.com,上櫃
6512,啟發電子股份有限公司,啟發電,其他電子業,－,新竹縣竹北市復興一街251號5樓之1,28133327,張鈺欽,張鈺欽,吳佳芳,協理,葉向林,03-6681958,95/03/28,105/03/25,新台幣 10.0000元,250000000,25000000,0,0,個別,每年,股東會,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,林政治,葉東煇,GoMax,"5F.-1, No.251, Fuxing 1st St., Zhubei City30271 Hsinchu , Taiwan (R.O.C.)",03-6681908,IR@gomax-electronics.com.tw,http://www.gomax-electronics.com.tw/,吳佳芳,協理,0965-186512,IR@gomax-electronics.com.tw,http://www.gomax-electronics.com.tw/,上櫃
6514,芮特科技股份有限公司,芮特-KY,通信網路業,KY 開曼群島,基隆市七堵區工建路1號2樓,42332136,陳淑敏,吳東義,吳東義,總經理,劉若涵,(02)24516514,103/08/18,104/12/02,新台幣 10.0000元,300153820,30015382,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,黃秀椿,莊碧玉,RTI,"2F No.1 Gongjian Road, Cidu DistrictKeelung City, Taiwan 206",(02)24527722,invest@rt-inc.com,www.rt-inc.com,吳東義,總經理,(02)24516514,invest@rt-inc.com,www.rt-inc.com,上櫃
6516,勤崴國際科技股份有限公司,勤崴國際,資訊服務業,－,台北市中正區羅斯福路二段100號3樓,28835663,柯應鴻,黃晟中,黃晟中,總經理,蔡楚卉,(02)2363-5445,96/12/26,108/05/06,新台幣 10.0000元,424138110,42413811,0,0,個別,每年,股東會,元大證券(股)公司,(02)2586-5859,台北市承德路三段210 號地下一樓,勤業眾信聯合會計師事務所,張鼎聲,郭政弘,KINGWAY,"3F.,No 100, Sec 2, Roosevelt Rd.,Taipei City 100, Taiwan. R.O.C",(02)2363-5497,i_service@kingwaytek.com,www.kingwaytek.com,蔡楚卉,協理,(02)2363-5445#168,i_service@kingwaytek.com,www.kingwaytek.com,上櫃
6523,達爾膚生醫科技股份有限公司,達爾膚,生技醫療業,－,台北市中山區南京東路三段70號13樓,80167706,達爾膚投資控股股份有限公司代表人吳奕叡,李凌玲,王郁婷,財務長,吳奕叡,(02)2517-9888,92/03/10,105/06/16,新台幣 10.0000元,450476250,45047625,0,0,合併,每季,董事會,中國信託商業銀行(股)公司代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,黃世鈞,葉翠苗,DR.WU,"13F., No. 70, Sec. 3, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan, R.O.C.",(02)2517-8333,ir@drwu.com,http://www.drwu.com,王郁婷,財務長,(02)2517-9888,ir@drwu.com,https://www.drwu.com/pages/investor,上櫃
6527,明達醫學科技股份有限公司,明達醫,生技醫療業,－,桃園市桃園區中山路956巷116號,25057697,王威,莊仲平,陳惠玉,處長,莊仲平,(03)3607711,98/10/26,108/12/25,新台幣 10.0000元,242760000,24276000,0,0,個別,每年,股東會,兆豐證券股份有限公司股務代理部,(02)33930898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,唐慈杰,施威銘,Crystalvue,"No.116, Ln. 956, Zhongshan Rd., Taoyuan Dist.,Taoyuan City 33072, Taiwan",(03)3607722,Stockholder@crystalvue.com.tw,http://www.crystalvue.com.tw,陳惠玉,處長,(03)3607880,Stockholder@crystalvue.com.tw,http://www.crystalvue.com.tw,上櫃
6530,創威光電股份有限公司,創威,通信網路業,－,新北市新店區寶中路119號6樓,13067290,陳文宗,陳文宗,陳鵬宇,財務經理,陳明商,(02)89111840,91/04/15,107/01/23,新台幣 10.0000元,337500000,33750000,0,0,個別,每年,股東會,宏遠證券股份有限公司,(02)2326-8818,台北市大安區信義路四段236號3樓,勤業眾信聯合會計師事務所,劉書琳,鄭淂蓁,Axcen,"6F No. 119 Baozhong Road, Xindian DistrictNew Taipei City, Taiwan R.O.C.",(02)89111825,admin@axcen.com.tw,www.axcen.com.tw,陳鵬宇,財務經理,(02)89111840,PR@axcen.com.tw,www.axcen.com.tw,上櫃
6532,瑞耘科技股份有限公司,瑞耘,半導體業,－,新竹縣湖口鄉鳳山村光復南路58號,16394917,呂學恒,呂學恒,呂學恒,董事長,范素綾,03-5976789,87/03/05,105/09/26,新台幣 10.0000元,361008670,36100867,0,0,個別,每年,董事會,群益金鼎證券股份有限公司,(02)2703-5000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,江采燕,李典易,CT,"No.58,Kuand-Fu S. Rd., Hsin-Chu Industrial Park Hu-Kou,Hsin-Chu 30351, Taiwan",03-5972266,ir@calitech.com.tw,http://www.calitech.com.tw,范素綾,資深管理師,03-5976789,ir@calitech.com.tw,http://www.calitech.com.tw/zh-tw/investor/interested,上櫃
6535,順天醫藥生技股份有限公司,順藥,生技醫療業,－,台北市南港區園區街3-2號4樓,12663974,林榮錦,林榮錦,潘麗芳(暫代),總管理處資深經理,潘麗芳,02-2655-7918,89/11/13,105/09/26,新台幣 10.0000元,1519328250,151932825,32948000,0,合併,每年,股東會,群益金鼎證券股份有限公司,27035000,台北市大安區敦化南路2段97號B2,資誠聯合會計師事務所,游淑芬,鄧聖偉,LUMOSA,"4F, NO. 3-2, PARK ST., NANGANG DIST.,TAIPEI CITY, TAIWAN",02-2655-7919,spokesperson@lumosa.com.tw,www.lumosa.com.tw,潘麗芳(暫代),總管理處資深經理,02-2655-7918,02-2655-7918,www.lumosa.com.tw,上櫃
6538,倉和股份有限公司,倉和,電子零組件業,－,桃園市龜山區萬壽路一段492之16號3樓,84819223,蔡富得,陳柑富,林鳳英,副總經理,李正(王民),(03)3295666,83/04/01,105/10/21,新台幣 10.0000元,372690000,37269000,0,0,合併,每年,董事會,兆豐證券(股)公司股務代理部,(02)33930898,台北市忠孝東路2段95號1樓,勤業眾信聯合會計師事務所,池瑞全,謝明忠,Brave Screen,"3F, 492-16, Wan Shou Road, Sec.1, KweishanTaoyuan, Taiwan R.O.C",(03)3292555,spokesman@bch.com.tw,http://www.bch.com.tw,林鳳英,副總經理,03-3295666,spokesman@bch.com.tw,http://www.bch.com.tw,上櫃
6542,隆中網絡股份有限公司,隆中,文化創意業,－,臺中市北區健行路360號2樓之3,53114404,顧剛維,顧剛維,蘇建東,財務副總,林佩宜,04-22360500,99/12/06,105/09/08,新台幣 10.0000元,420006300,42000630,10500000,0,合併,每年,董事會,元大證券股務代理部,02-25865859,台北市承德路三段 210 號地下一樓,資誠聯合會計師事務所,劉美蘭,賴宗羲,GAMESPARCS,"Room. 3, 2F., No.360, Jianxing Road., North District.,Taichung City 40459, Taiwan (R.O.C.)",04-22360560,investor@gamesparcs.com,https://www.gamesparcs.com/,蘇建東,財務副總,04-22360500 #861,investor@gamesparcs.com,https://www.gamesparcs.com/,上櫃
6547,高端疫苗生物製劑股份有限公司,高端疫苗,生技醫療業,－,新竹科學工業園區新竹縣竹北市生醫三路68號,53943057,張世忠,陳燦堅,李思賢,執行副總,陳正揚,03-6684866,101/10/12,107/04/17,新台幣 10.0000元,2124920000,212492000,0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,02-23816288,100台北市博愛路段17號3樓,資誠聯合會計師事務所,林雅慧,阮呂曼玉,MVC,"No.68, Shengyi 3rd Rd., Zhubei City,Hsinchu County 30261 , Taiwan",03-6684865,ir@medigenvac.com,http://www.medigenvac.com,楊郁萍,協理,03-6684866,ir@medigenvac.com,http://www.medigenvac.com/public/investors/stakeholders,上櫃
6548,長華科技股份有限公司,長科*,半導體業,－,高雄市楠梓區開發路24號,70849957,黃嘉能,洪全成,顏淑萍,經理,林俊吉,07-9628202,98/12/24,105/09/13,新台幣 1.0000元,364131050,364131050,0,0,合併,每半會計年度,董事會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合計師事務所,郭麗園,廖鴻儒,CWTC,"NO. 24,Kai-Fa Road Nan-Tze Dist., Kaohsiung. Taiwan, R.O.C.Kaohsiung Taiwan, R.O.C.",07-9628203,cwtkh@cwtcglobal.com,www.cwtcglobal.com,張輔仁,總經理特助,07-3653592#216,cwtkh@cwtcglobal.com,www.cwtcglobal.com,上櫃
6556,勝品電通股份有限公司,勝品,光電業,－,桃園市桃園區大誠路 10 號,53184695,李宏銘,林貞宏,林貞宏,總經理,吳聲芳,03-3628528,99/10/07,106/10/31,新台幣 10.0000元,287500000,28750000,5750000,0,合併,每年,董事會,台新國際商業銀行股務代理部,02-25048125,台北巿建國北路一段96號B1,勤業眾信聯合會計師事務所,蔡振財,鄭欽宗,Topview,"No.10, Dacheng Rd., Taoyuan Dist.,Taoyuan City 330, Taiwan, ROC.",03-3648528,pr@topviewcorp.com,www.topviewcorp.com,林貞宏,總經理,033628528,pr@topviewcorp.com,www.topviewcorp.com,上櫃
6560,欣普羅光電股份有限公司,欣普羅,光電業,－,新北市新莊區思源路23號6F,70643081,陳義文,陳義文,劉繼鴻,副總經理,陳義文,02-89944718,88/10/05,106/01/24,新台幣 10.0000元,206997720,20699772,0,0,個別,每年,股東會,日盛證券(股)公司股務代理部,02-25419977,台北市中山區南京東路二段85號7F,勤業眾信聯合會計師事務所,蔡美貞,葉東煇,APPROPHO,"6F, No.23, Siyuan Rd.Xinzhuang Dist., New Taipei City, Taiwan",02-89944716,appro@appropho.com,http://www.appropho.com,劉繼鴻,副總經理,02-89944718,charles@appropho.com,http://www.appropho.com,上櫃
6561,是方電訊股份有限公司,是方,通信網路業,－,台北市內湖區瑞光路68號2樓,86000036,吳彥宏,劉耀元,劉耀元,總經理,張霖棟,(02)2657-6688,80/01/19,107/06/05,新台幣 10.0000元,704596310,70459631,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,張鼎聲,郭政弘,Chief,"2F, No. 68, Ruiguang Rd., Nei-hu Dist.,Taipei City, Taiwan",(02)2792-0087,ir_chief@chief.com.tw,www.chief.com.tw,劉耀元,總經理,(02)2657-6688,ir_chief@chief.com.tw,www.chief.com.tw,上櫃
6568,宏觀微電子股份有限公司,宏觀,半導體業,－,新竹縣竹北市成功十二街28號8樓,28514260,林坤禧,孫德風,孫德風,執行長,嚴文芳,(03)5506258,95/11/06,105/12/28,新台幣 10.0000元,307891200,30789120,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,楊雨霓,邱琬茹,Rafael Micro,"8F., No.28, Chenggong 12th St., Zhubei CityHsinchu County , Taiwan (R.O.C.)",(03)5506228,rafael.ir@rafaelmicro.com,http://www.rafaelmicro.com,嚴文芳,協理,(03)5506258,rafael.ir@rafaelmicro.com,http://www.rafaelmicro.com/investor,上櫃
6569,醫揚科技股份有限公司,醫揚,生技醫療業,－,新北市新店區寶橋路235巷135號2樓,29135647,莊永順,王鳳翔,王鳳翔,總經理,楊祥芝,(02)8919-2188,99/02/02,105/12/21,新台幣 10.0000元,302613000,30261300,0,0,合併,每年,股東會,台新銀行股務代理部,(02)2504-8125,台北市建國北路一段96號B1,資誠聯合會計師事務所,翁世榮,林鈞堯,onyx,"2F., No.135, Ln. 235, Baoqiao Rd.,Xindian Dist., New Taipei City 231, ROC",(02)8919-1699,speaker@onyx-healthcare.com,http://www.onyx-healthcare.com/,王鳳翔,總經理,(02)8919-2188,speaker@onyx-healthcare.com,http://www.onyx-healthcare.com/invest.php,上櫃
6570,維田科技股份有限公司,維田,電腦及週邊設備業,－,新北市中和區建一路186號15樓之1,27271130,李傳德,李傳德,劉則瑩,副總經理,李素貞,(02)8226-2881,93/04/21,106/12/11,新台幣 10.0000元,300861770,30086177,0,0,合併,每年,股東會,元富證券股份有限公司,(02)2768-6668,台北市光復北路11巷35號B1,勤業眾信聯合會計師事務所,劉書琳,陳文香,APLEX,"15F-1, No.186, Jian Yi Rd., Zhonghe Dist.,New Taipei City ,235 Taiwan",(02)8226-2883,sales@aplex.com,https://www.aplex.com/,李素貞,管理處經理,(02)8226-2881,maggielee@aplex.com,https://www.aplex.com/,上櫃
6574,霈方國際股份有限公司,霈方,生技醫療業,－,台北市大安區忠孝東路四段310號6樓,80281973,呂慶盛,呂慶盛,沈慧娟,財會處副總,待補,02-2775-5566,91/10/02,106/09/04,新台幣 10.0000元,219900000,21990000,0,0,合併,每季,董事會,永豐金證券股份有限公司,02-2382-3332,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,翁世榮,游淑芬,MIKOBEAUTE,"6F., No.310, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 10694, TaiwanTAIWAN",02-2775-1225,investor@mikobeaute.com,www.mikobeaute.com,沈慧娟,財會處副總,02-2775-5566#1202,investor@mikobeaute.com,www.mikobeaute.com,上櫃
6576,逸達生物科技股份有限公司,逸達,生技醫療業,－,台北市南港區三重路19-3號9樓之2,54165507,簡銘達,簡銘達,詹孟恭,財務長,鍾定安,(02)77500188,102/02/08,107/06/29,新台幣 10.0000元,1173023800,117302380,1200000,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,鄧聖偉,顏裕芳,Foresee,"9F-2., No.19-3, Sanchong Rd., Nangang Dist.,Taipei City 115, Taiwan (R.O.C.)",(02)77500199,info@foreseepharma.com,www.foreseepharma.com,鍾定安,投資人關係資深專員,(02)7750-0188,An.chung@foreseepharma.com,http://www.foreseepharma.com/investors/2,上櫃
6577,勁豐電子股份有限公司,勁豐,電腦及週邊設備業,－,台北市內湖區環山路一段30號1樓,70565509,杜懷琪,杜懷琪,杜懷琪,董事長,黃哲文,02-26590606,89/05/29,106/03/21,新台幣 10.0000元,382548700,38254870,0,0,合併,每年,股東會,元大證券(股)公司股務代理部,02-25865859,台北市承德路三段210號B1,勤業眾信聯合會計師事務所,翁博仁,陳慧銘,PSC,"1F, No.30, Section. 1, Huanshan Rd. Neihu DistrictTaipei 11442, Taiwan",02-26591106,andrewhuang@promate.com,https://www.promate.com/CHT/,黃哲文,資深財務經裡,02-26590606,andrewhuang@promate.com,https://www.promate.com/CHT/stakeholder_engagement.php,上櫃
6578,達邦蛋白股份有限公司,達邦蛋白,農業科技,－,台南市安南區工業三路52號,13000453,劉郁芬,劉郁芬,鄭麗雪,財會處協理,姚雅惠,(06)384-0771,90/12/28,107/09/18,新台幣 10.0000元,331258520,33125852,0,0,合併,每年,股東會,日盛證券(股)公司股務代理部,(02)2541-9977,104台北市中山區南京東路二段85號7樓,資誠聯合會計師事務所,林永智,劉子猛,DaBomb,"52, Gongye 3rd RoadTainan City, Taiwan",(06)384-0772,info@dabombprotein.com,www.dabombprotein.com,鄭麗雪,財會處協理,06-3840771,finance@dabombprotein.com,www.dabombprotein.com,上櫃
6588,東典光電科技股份有限公司,東典,通信網路業,－,宜蘭縣蘇澳鎮德興七路14號,70507419,陳正德,周彧民,蘇立群,副董事長,周彧民,03-9908671,89/05/15,109/07/01,新台幣 10.0000元,267008250,26700825,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃明宏,蘇彥達,EOC,"No.14, Dexing 7th Rd., Su’ao TownshipYilan County 270, Taiwan (R.O.C.)",03-9908553,service@east-tender.com,www.east-tender.com,蘇立群,副董事長,02-2701-7309,ir@east-tender.com,http://www.east-tender.com/NewVer5/about_us/about_us1.html,上櫃
6589,台康生技股份有限公司,台康生技,生技醫療業,－,新北市汐止區康寧街169巷101號,54150737,李重和,劉理成,劉理成,總經理,張志榮,(02)7708-0123,101/12/21,108/06/28,新台幣 10.0000元,2436905840,243690584,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,鄧聖偉,顏裕芳,EirGenix,"No.101, Lane 169, Kangning St., Xizhi Dist.New Taipei City 22180, Taiwan (R.O.C.)",(02)7708-1666,IR@eirgenix.com,http://www.eirgenix.com,楊秀權,財務長,(02)7708-0123,IR@eirgenix.com,http://www.eirgenix.com,上櫃
6590,普鴻資訊股份有限公司,普鴻,資訊服務業,－,台北市信義區忠孝東路四段560號4樓,70584647,林群國,林群國,楊謦銓,財會協理,林佩宜,23452366,89/07/22,107/12/24,新台幣 10.0000元,182912500,18291250,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,27035000,臺北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,邱政俊,吳世宗,Provision,"4F., No.560, Sec. 4, Jhongsiao E. Rd., Sinyi Dist.,Taipei City 11071, Taiwan (R.O.C.)",23451600,public_1@provision.com.tw,www.provision.com.tw,楊謦銓,財會協理,02-2345-2366,Public_1@provision.com.tw,,上櫃
6593,台灣銘板股份有限公司,台灣銘板,資訊服務業,－,桃園市龜山區華亞一路36號,20675832,王挺榮,印文正,蘇文輝,副總經理,陳舒懷,03-3270567,59/12/04,106/11/03,新台幣 10.0000元,201709010,20170901,0,0,個別,每年,股東會,台新國際商業銀行股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,楊靜婷,劉水恩,TNP,"33383 NO.36, HUAYA 1ST RD., GUISHAN DIST.,TAOYUAN CITY, TAIWAN",03-3272688,whsu@tnp.com.tw,www.tnp.com.tw,蘇文輝,副總經理,03-3270567,whsu@tnp.com.tw,www.tnp.com.tw,上櫃
6594,展匯科技股份有限公司,展匯科,半導體業,－,台北市南港區南港路一段209號5樓,42627808,張琦棟,范正達,郭光耀,財務長,郭光耀,(02)2655-9980,104/08/04,106/04/28,新台幣 10.0000元,291791280,29179128,0,0,個別,每年,股東會,福邦證券股份有限公司,(02)2371-1658,台北市忠孝西路一段6號6樓,資誠聯合會計師事務所,黃珮娟,潘慧玲,Alcorlink Corp.,"5F., No.209, Sec. 1, Nangang Rd., Nangang Dist.,Taipei City 115, Taiwan (R.O.C.)",(02)2655-9990,al-ir@alcorlink.com,www.alcorlink.com,郭光耀,財務長,(02)2655-9980,al-ir@alcorlink.com,http://www.alcorlink.com/msg/message-%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%88%E5%8D%80,上櫃
6596,寬宏藝術經紀股份有限公司,寬宏藝術,文化創意業,－,臺北市中山區樂群二路267號6樓,27530185,林建寰,林建寰,汪聖柏,財務長,王雅新,(02)2532-6677,93/11/05,107/01/04,新台幣 10.0000元,300000000,30000000,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)23711658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,謝建新,張耿禧,KHAM Inc.,"6F., No.267, Lequn 2nd Rd., Zhongshan Dist.,Taipei city 10462, Taiwan",(02)2532-9111,IR@khmail.com.tw,http://www.khaminc.com.tw,汪聖柏,財務長,(02)2533-8777,ir@khmail.com.tw,http://www.khaminc.com.tw,上櫃
6603,富強鑫精密工業股份有限公司,富強鑫,電機機械,－,台南市關廟區埤頭里保東路269號,86122164,王伯壎,王俊賢,張銀鶯,董事長特助,劉崇敬,06-5950688,80/07/17,93/04/05,新台幣 10.0000元,1487085170,148708517,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5F,安永聯合會計師事務所,黃世杰,李芳文,FCS,"269, Bao Dong Road, Pi Tou Village, Guanmiao Dist.,Tainan , Taiwan, R.O.C.",06-5964038,fcs1933@fcs.com.tw,www.fcs.com.tw,張銀鶯,董事長特助,06-5950688-8877,ying@fcs.com.tw,www.fcs.com.tw/tw/interested.php,上櫃
6609,台灣瀧澤科技股份有限公司,瀧澤科,電機機械,－,桃園市平鎮區延平路三段505號,44549792,瀧澤修三,戴雲錦,戴雲錦,總經理,廖毓婷,03-4643166,60/07/24,92/09/23,新台幣 10.0000元,724562460,72456246,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,(10601)台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,張瑞娜,林淑如,TTT,"NO.505,SEC-3 YENPING ROAD. PINGCHEN DIST.TAOYUAN CITY,TAIWAN",03-4643674,A1004@takisawa.com.tw,www.takisawa.com.tw,廖毓婷,管理本部協理,03-4643166,ting@takisawa.com.tw,http://www.takisawa.com.tw/service-line.php,上櫃
6612,應用奈米醫材科技股份有限公司,奈米醫材,生技醫療業,－,新竹縣竹北市生醫路2段16號4樓,28113167,樂亦宏,William Lee,朱詩愷,董事長特助,陳丹荔,03-6579530,100/07/14,107/07/18,新台幣 10.0000元,339699000,33969900,0,0,合併,每年,董事會,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,傅泓文,吳美萍,ICARES,"4F, No16, Sec.2, Sheng Yi RoadZhubei, Hsinchu 30261 Taiwan, R.O.C.",03-6579533,ir@icaresmedicus.com,www.icaresmedicus.com,朱詩愷,董事長特助,03-6579530,ir@icaresmedicus.com,www.icaresmedicus.com,上櫃
6613,朋億股份有限公司,朋億,其他電子業,－,新竹縣竹北市嘉豐南路二段76號10樓之1,16034271,梁進利,馬蔚,馬蔚,總經理,歐俊彥,(03)6676868,86/06/13,106/12/28,新台幣 10.0000元,339280000,33928000,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,(02)23892999,臺北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,黃海寧,呂倩慧,Novatech,"10F-1., No.76, Sec. 2, Jiafeng S. Rd., Jhubei City,Hsin-Chu County 302054,Taiwan,R.O.C.",(03)6676869,IR@novatech.com.tw,www.novatech.com.tw,馬蔚,總經理,(03)6676868,IR@novatech.com.tw,www.novatech.com.tw,上櫃
