,出表日期,stock_id,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期_x,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,交易市場,主要經營業務,上市上櫃日期
1205,109/10/25,4128,中天,－ ,生技醫療業,台北市南港區園區街3號14樓之1,70555349,黃山內,黃山內,黃山內,董事長,王瀛君,02-26558558,20000503,20060609,新台幣                 10.0000元,4253426500,0,0,1,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路2段95號1樓,勤業眾信聯合會計師事務所,林安惠,鄭欽宗,MICROBIO　　,"14F-1,No.3,Yuan Qu St,Taipei 115,Taiwan,R.O.C.Taipei, Taiwan",02-26558559,micro@microbio.com.tw,http://twmicrobio.com/,上櫃,新藥開發,2006/06/09
1206,109/10/25,4129,聯合,－ ,生技醫療業,新竹市科學工業園區園區二路57號,22099982,林延生,林延生,林延生,董事長,彭友杏,(03)577-3351,19930305,20040929,新台幣                 10.0000元,884078470,0,10000000,1,日盛證券股份有限公司,(02)2541-9977,台北市中山區南京東路二段85號7樓,安永聯合會計師事務所,馬君廷,黃建澤,UOC　　,"57 Park Ave 2 Science Park Hsinchu Taiwan,R.O.C.　　Hsinchu Taiwan,R.O.C.　　　　",(03)577-7156,ivypan@uoc.com.tw,http://www.uoc.com.tw/tw/index.asp,上櫃,骨科用人工植入物：包括人工關節、人工骨板、骨釘、骨針等。,2004/09/29
1207,109/10/25,4130,健亞,－ ,生技醫療業,新竹縣湖口鄉新竹工業區工業一路一號,84149006,陳正,朱佳真,蔣維民,行政處 資深處長,林惠玲,03-5982221,19930324,20120112,新台幣                 10.0000元,1078886380,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號東帝士摩天大樓地下2樓,資誠聯合會計師事務所,林玉寬,劉倩瑜,GBL,"No.1, First Industrial Rd, Hsin-Chu Expanded ParkHsin-Chu county, Taiwan, R.O.C.",03-5982804,finance@genovate-bio.com,www.genovate-bio.com,上櫃,"研究,開發,生產,製造及銷售各種西藥製劑各種西藥品,西藥原料之銷售及進出口業務各種藥物之臨床試驗服務",2012/01/12
1208,109/10/25,4131,晶宇,－ ,生技醫療業,台中市太平區大里工業區工業19路6號四樓,16680539,楊文通,楊文通,李義祥,財務經理,楊艷雀,037-585585,19981022,20040409,新台幣                 10.0000元,482919340,20308039,0,1,富邦證券股份有限公司,02-23611300,台北市100許昌街17號2樓(壽德大樓),安永聯合會計師事務所,陳明宏,黃子評,DR.Chip,"4F., No.6, Gongye 19th Rd., Taiping DistTaichung City 411, Taiwan (R.O.C.)",037-585586,jack.lee@mail.bio-drchip.com.tw,www.bio-drchip.com.tw,上櫃,生物晶片之研究、開發、製造與銷售醫療器材製造及販售隱型眼鏡產業,2004/04/09
1209,109/10/25,4138,曜亞,－ ,生技醫療業,新北市中和區中正路872號4樓之1,80527809,傅輝東,吳國龍,王明廷,總經理特助,江志浩,(02)2221-7733,20031009,20101229,新台幣                 10.0000元,300000000,0,0,1,統一綜合證券(股)公司,(02)27463797,台北市東興路8號B1樓,安侯建業聯合會計師事務所,吳趙仁,林琬琬,DMT,"4F-1, No. 872, Jhongjheng Rd., Jhonghe CityTaipei County 235, Taiwan. R.O.C.",(02)2221-6394,fi0003@dmttw.com,http://www.dmttw.com.tw/,上櫃,醫學美容之雷射儀器銷售醫學美容之耗材、保養品銷售醫學美容之儀器維護,2010/12/29
1210,109/10/25,4139,馬光-KY,KY 開曼群島                                                    ,生技醫療業,"3rd Floor, Harbour Centre, PO BOX 613, George Town",28993894,黃章益,黃傳勝,黃傳勝,總經理,陳怡君,(07)555-0864,20090714,20110429,新台幣                 10.0000元,425499110,0,0,1,日盛證券股份有限公司,02) 2541-9977,台北市中山區南京東路二段85號7樓,安永聯合會計師事務所,謝勝安,陳政初,KY M.K.,"4F., No.693, Mingcheng 3Rd., Gushan DistKaohsiung City 804 Taiwan (R.O.C)",(07)555-4035,kymk041@gmail.com,http://makuanggroup.com/cn/default.aspx,上櫃,連鎖社區醫療連鎖中醫中藥材、醫療培訓及教育,2011/04/29
1211,109/10/25,4147,中裕,－ ,生技醫療業,台北市內湖區瑞光路607號3樓,28707338,張念原,張念原,張念原,董事長兼執行長,陳怡成,(02)26580058,20070905,20151123,新台幣                 10.0000元,2522190000,0,0,1,元富證券股份有限公司,(02)27686668,105台北市松山區光復北路11巷35號地下一樓,勤業眾信聯合會計師事務所,趙永祥,鄭欽宗,TMB,"3F., No.607, Ruiguang Rd., Neihu DistTaipei City, 11492 Taiwan. R.O.C.",(02)26586058,jackchen@taimedbiologics.com,http://www.tmb.com.tw,上櫃,新藥研發,2015/11/23
1212,109/10/25,4152,台微體,－ ,生技醫療業,台北市南港區園區街3號11樓之1,16176150,洪基隆,葉志鴻,曾雲龍,副總經理,"施雪芳,周步朗",26557377,19971110,20121221,新台幣                 10.0000元,841549340,4711425,0,1,永豐金證券(股)公司股務代理部,23816288,台北市博愛路17號3樓,資誠聯合會計師事務所,林佳鴻,梁華玲,TLC,"11F-1,No 3,Yuanqu St.,Nangang DistTaipei City, 11503 Taiwan. R.O.C.",26557079,ir@tlcbio.com,http://www.tlcbio.com,上櫃,權利金收入,2012/12/21
1213,109/10/25,4153,鈺緯,－ ,生技醫療業,新北市中和區中山路2段351號9樓,89376900,陳國森,陳國森,張重德,營運長,江佳芬,(02)22268631,19950411,20130523,新台幣                 10.0000元,617590890,20856222,0,1,富邦綜合證券股份有限公司,(02)23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,卓明信,邵志明,DIVA Labs.,"9F, No.351, Sec. 2, Zhongshan RdZhonghe Dist., New Taipei City, Taiwan",(02)22262423,spokesman1@diva.com.tw,http://www.diva.com.tw/,上櫃,"醫療器材製造業,醫療器材批發業,醫療器材零售業及國際貿易業電腦及其週邊設備製造業,資訊軟體批發業及資訊軟體零售業資訊軟體服務業,除許可業務外,得經營法令非禁止或限制之業務",2013/05/23
1214,109/10/25,4154,康樂-KY,KY 開曼群島                                                    ,生技醫療業,"Intertrust Corporate Services (Cayman) Limited, 190 Elgin Av",26330076,蘇聰儒,吳耿介,吳耿介,總經理,張文蒨,65-6281-3888,20100809,20111228,新台幣                 10.0000元,243260000,4800000,0,1,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,建昇財稅聯合會計師事務所,陳仁基,陳姿勻,Kino,12 Tai Seng Street #06-03Singapore 534118,65-6746-7333,enquiry@kinobiotech.com,www.kinobiotech.com,上櫃,美容保健產品之銷售,2011/12/28
1215,109/10/25,4157,太景*-KY,KY 開曼群島                                                    ,生技醫療業,中華民國台灣台北市內湖區新明路138號7樓,31982484,黃國龍,黃國龍,黃國龍,董事長暨執行長,呂理堅,0281777020,20050915,20140117,美元                  0.0010元,20910392,0,0,1,永豐金證券股份有限公司,0223816288,中華民國台灣台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,許秀明,翁雅玲,TAIGEN,"Box 309, Ugland HouseGrand Cayman, KY1-1104, Cayman Islands",0227963606,ir@taigenbiotech.com,http://www.taigenbiotech.com/,上櫃,新藥研發,2014/01/17
1216,109/10/25,4160,創源,－ ,生技醫療業,台北市內湖區新湖一路36巷28號6樓,24268870,張漢東,蔡政憲,涂蕙蘭,資深經理,蔡政憲,(02)2795-1777,20081121,20120917,新台幣                 10.0000元,242470160,0,0,1,中國信託商業銀行(股)公司代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,蕭翠慧,張正道,GGA Corp.,"6F, No28, Ln.36, Xinhu 1st Rd., Neihu Dist.,Taipei City 11494, Taiwan",(02)2793-8009,GGA@GGA.Asia,www.GGA.Asia,上櫃,1.基因檢測 2.分子診斷 3.生物技術服務4.個人化醫療相關檢測服務 5.生物資訊服務 6.健康照護,2012/09/17
1217,109/10/25,4161,聿新科,－ ,生技醫療業,350苗栗縣竹南鎮公館里中華南路188號,16930971,楊金昌,楊金昌,涂耀仁,竹科分公司執行長,吳坤烈,037-626699,19990601,20130626,新台幣                 10.0000元,526597360,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,資誠聯合會計師事務所,林玉寬,劉倩瑜,BIOPTIK,"No.188, Zhonghua S. Rd., Zhunan TownshipMiaoli County 35057, Taiwan(R.O.C.)",037-620997,miko@bioptik.com.tw,http://www.bioptik.com.tw/,上櫃,居家醫療檢測產品生醫材料及產品天然蝦紅素及原料,2013/06/26
1218,109/10/25,4162,智擎,－ ,生技醫療業,台北市民生東路3段10號11樓,80264691,杜德成,胡宇方,張麒星,副總經理,吳兆升,02-25158228,20020812,20120918,新台幣                 10.0000元,1465968400,0,0,1,元大證券股份有限公司,02-2586-5859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,鄧聖偉,游淑芬,PEI,"11F, 10 Minsheng E. Road, Sec. 3, Taipei 104 TaiwanTaipei, Taiwan",02-25157558,info@pharmaengine.com,www.pharmaengine.com,上櫃,新藥開發,2012/09/18
1219,109/10/25,4163,鐿鈦,－ ,生技醫療業,台中市南屯區文山里精科路9號,27473348,鍾兆塤,林俊男,王錦祥,副總經理,張雅琪,04-23595336,20041021,20121115,新台幣                 10.0000元,408901430,0,0,1,台新國際商業銀行(股)公司,02-25048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,曾棟鋆,吳麗冬,INTAI,"NO.9,JINGKE RD.,NANTUN DIST.,TAICHUNG CITY 40852,TAIWAN(R.O.C.)",04-23503906,sp@mail.intai.com.tw,www.intai.com.tw,上櫃,醫療器材用產品精密扣件產品微波開關產品,2012/11/15
1220,109/10/25,4167,松瑞藥,－ ,生技醫療業,350新竹科學園區苗栗縣竹南鎮科中路29號,80642673,漢友財務管理顧問股份有限公司代表人李香雲,陳勇發,汪乃儀,協理,王家偉,037-580100,20040130,20150908,新台幣                 10.0000元,2936010010,0,0,2,宏遠證券股份有限公司股務代理部,02-2326-8818,10680臺北市大安區信義路四段236號3樓,資誠聯合會計師事務所,劉倩瑜,林玉寬,Savior,"No.29,Kejhong Road,Chu-Nan Site,Hsinchu Science-Based Industrial Park,Miao-Li County,Taiwan 350,R.O.C.",037-580200,stock@saviorlifetec.com.tw,http://www.saviorlifetec.com.tw/zh/,上櫃,西藥製造業(原料藥產品及註冊針劑)原料藥之中間體物生物製藥技術服務,2015/09/08
1221,109/10/25,4168,醣聯,－ ,生技醫療業,新北市汐止區新台五路一段97號8樓,12683520,張東玄,楊玫君,呂耀華,副總經理,吳蒂芬,(02)2697-4168,20010201,20121218,新台幣                 10.0000元,959130870,3036000,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,游淑芬,顏裕芳,GlycoNex Inc.,"8F., No.97, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 22175,Taiwan",(02)2697-1168,mail@glyconex.com.tw,http://www.glyconex.com.tw/,上櫃,抗癌用之單株抗體開發單株抗體標的授權醣質抗原與蛋白質藥物相關委託服務,2012/12/18
1222,109/10/25,4171,瑞基,－ ,農業科技,407台中市西屯區中部科學園區科園二路19號,27489806,劉正忠,張曉芬,傅俞燕,董事長特別助理,張曉芬,04-24639869,20041112,20140814,新台幣                 10.0000元,405900000,0,0,1,富邦綜合證券股務代理部,02-23611300,台北市中正區許昌街17號 2樓,安侯建業聯合會計師事務所,關春修,趙敏如,GeneReach,"No.19,Keyuan 2nd Road,Central Taiwan Science Park,Taichung City,Taiwan R.O.C",04-24638255,genereach@gmail.com,www.genereach.com,上櫃,動物用藥製造業、生物技術服務業醫療器材製造業、一般儀器製造業,2014/08/14
1223,109/10/25,4173,久裕,－ ,生技醫療業,新北市中和區中正路872號7樓之1,5071926,傅輝東,張憲政,王明廷,總經理特助,彪士偉,(02)8227-7999,19800602,20131031,新台幣                 10.0000元,745743550,0,0,2,統一綜合證券(股)公司,(02)2746-3797,台北市東興路8號B1,安侯建業聯合會計師事務所,林琬琬,吳趙仁,ARICH,"7F-1, No. 872, Zhongzheng Rd., Zhonghe Dist.New Taipei City 23586, Taiwan, R.O.C.",(02)2222-6171,tim.wang@arich.com.tw,http://www.arich.com.tw,上櫃,處方用藥、指示用藥、健康消費品、美容保養品之銷售處方用藥及指示用藥之經銷物流服務,2013/10/31
1224,109/10/25,4174,浩鼎,－ ,生技醫療業,(11503)台北市南港區園區街3號19樓,13110677,張念慈,張念慈,張念慈,執行長,賴明添,(02)2655-8799,20020429,20150323,新台幣                 10.0000元,1885861740,0,0,1,元富證券股份有限公司,(02)2768-6668,台北市松山區光復北路11巷35號地下一樓,資誠聯合會計師事務所,鄧聖偉,梁華玲,OBI,"19F, No.3, Yuan Qu Street , Nangang Software ParkTaipei City 11503, Taiwan R.O.C",(02)2655-8798,info@obipharma.com,http://www.obipharma.com/,上櫃,新藥研發,2015/03/23
1225,109/10/25,4175,杏一,－ ,生技醫療業,(33375)桃園市龜山區復興一路94號1、2樓,86649006,陳麗如,蔡德忠,魏子文,副總經理,王定睿,(03)3970761,19920507,20140423,新台幣                 10.0000元,316123750,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市許昌街17 號2 樓,勤業眾信聯合會計師事務所,翁博仁,郭乃華,MedFirst,"1~2F., No.94, Fuxing 1st Rd., Guishan Dist.,Taoyuan City 333, Taiwan (R.O.C.)",(03)3285892,ir@medfirst.com.tw,http://www.medfirst.com.tw/,上櫃,醫療及保健產品開發與零售,2014/04/23
1226,109/10/25,4183,福永生技,－ ,生技醫療業,(30077)新竹科學園區新竹縣研發三路8號,80064027,郭鳳琳,卓振輝,卓振輝,總經理,林智香,03-6686868,20021022,20170309,新台幣                 10.0000元,238000000,0,0,2,台新國際商業銀行股務代理部,02-25048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,陳重成,陳薔旬,EPS Bio,"NO8, R&D RD.Ⅲ, HSINCHU SCIENCE PARKHSINCHU, TAIWAN, R.O.C.",03-6686866,spokesman@epsbio.com.tw,http://www.epsbio.com.tw/,上櫃,醫療器材製造業國際貿易業智慧財產權業,2017/03/09
1227,109/10/25,4188,安克,－ ,生技醫療業,台北市復興北路167號5樓,24316471,李成家,李伊俐,黃智圓,財會主管,楊竣翔,02-27136227,20081226,20150324,新台幣                 10.0000元,532214000,0,0,1,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段６號６樓,安永聯合會計師事務所,王彥鈞,林素雯,AmCad,"5F, No.167, Fuxing N. Rd., Songshan Dist.TAIPEI,TAIWAN.R.O.C.",02-27152181,sandy.huang@amcad.com.tw,https://www.amcad.com.tw/,上櫃,電腦輔助診斷軟體高階醫材,2015/03/24
1228,109/10/25,4192,杏國,－ ,生技醫療業,宜蘭縣冬山鄉中山村中山路84號,29118865,李志文,蘇慕寰,蘇慕寰,總經理,梁家豪,(02)2764-0826,20080626,20141028,新台幣                 10.0000元,1065770000,36710000,0,1,永豐金證券股務代理部,(02)2381-6288,台北市博愛路17號3樓,國富浩華聯合會計師事務所,諶清,潘金樹,SynCore,"84 CHUNG SHAN RD.,CHUNG SHAN VILLAGETUNG-SHAN SHINE , I-LAN 269 , TAIWAN.",(02)2763-3307,finance@syncorebio.com,http://www.syncorebio.com,上櫃,A.食品顧問業 B.藥品檢驗業 C.生物技術服務業 D.西藥批發業E.智慧財產權業 F.除許可業務外，經營法令非禁止或限制之業務,2014/10/28
1229,109/10/25,4198,欣大健康,－ ,生技醫療業,台北市內湖區新湖一路85號7樓,54154754,李沛霖,李沛霖(暫代),李典穎(代理),營運長,李典穎,(02)8792-2699,20130107,20141223,新台幣                 10.0000元,655400000,23000000,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,鄧聖偉,蔡亦臺,S&S,"7F, No.85, Xinhu 1st Rd.Taipei City 114, Taiwan(R.O.C.)",(02)8792-1898,ir@swissray.com,www.swissray.com,上櫃,數位 X光診斷影像設備之研發、生產製造、銷售與安裝維修升級,2014/12/23
1230,109/10/25,4205,中華食,－ ,食品工業,高雄市大樹區龍目路110-6號,76316325,陳民權,陳民生,柯碧蘭,副總經理,莊青熹,07-6515511,19800508,19990131,新台幣                 10.0000元,807018420,0,0,2,統一綜合證券股份有限公司,02-27478266,台北市東興路8號地下一樓,資誠聯合會計師事務所,吳建志,王國華,CHUNG HWA 　,"No.110-6, Longmu Rd., Dashu Dist., Kaohsiung City 840, Taiwan (R.O.C.)KAOHSIUNG CITY, TAIWAN",07-6518667,herngb@ms29.hinet.net,http://www.herngyih.com.tw/,上櫃,"中華豆腐,豆花冷凍食品,火鍋料",1999/01/31
1231,109/10/25,4207,環泰,－ ,食品工業,桃園市蘆竹區南崁路265號5樓,12529007,康永明,康智量,康智量,總經理,張宗青,03-2125889,19840725,20000121,新台幣                 10.0000元,1620908320,0,0,1,亞東證券股份有限公司,02-7753-1699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,翁博仁,池瑞全,TFC,"5FL.,NO.265,NANKAN RD.,RU-CHU TOWNSHIP, TAO-YUAN COUNTY, TAIWAN",03-3222493,tfc@fructose.com.tw,www.fructose.com.tw,上櫃,液態糖漿,2000/01/21
1232,109/10/25,4303,信立,－ ,塑膠工業,台南市學甲區華宗路121號,72104709,林敬隆,林澤明,林澤明,總經理,陳美佐,06-7835100,19730612,19990310,新台幣                 10.0000元,700000000,0,0,2,日盛證券股份有限公司股務代理部,02-25419977,台北市中山區南京東路二段85號7樓,資誠會計師事務所,馮敏娟,徐永堅,　HSINLI,"NO.121, HWA  CHUNG  RD., HSIN  JUNG LEE HSUEH CHIACHEN, TAINAN TAIWAN R.O.C",06-7821514,leehua@hsinli.com.tw,http://www.hsinli.com.tw,上櫃,合成皮塑膠皮,1999/03/10
1233,109/10/25,4304,勝昱,－ ,塑膠工業,台北市內湖區港漧路221巷33號8樓,12413104,林國瑞,林國瑞,陳佑鈞,協理,張鈺岳,77159058,19821203,20000127,新台幣                 10.0000元,360380650,22301445,0,1,元大證券股份有限公司,25865859,台北市承德路3段210號B1,冠恆聯合會計師事務所,張進德,黃致富,SUNVIC,"8F., No.33, Ln. 221, Gangqian Rd.Neihu Dist., Taipei City 114, Taiwan",26571375,henry.chen@sunvic.com.tw,www.sunvic.com.tw,上櫃,各項包裝材料之製造加工及買賣業務各種絕源材料印刷電路基板之製造加工及買賣業務各種塑膠薄膜及金屬薄膜之製造加工及買賣業務,2000/01/27
1234,109/10/25,4305,世坤,－ ,塑膠工業,台南市麻豆區麻口里麻豆口32-26號,22281617,林璋賦,陳俊成,黃曼玲,管理部協理,林湘芸,(06)5701211,19861007,20000928,新台幣                 10.0000元,550140000,0,0,2,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路2段97號B2,資誠聯合會計師事務所,林永智,劉子猛,SKP,"　　32-26 MA-KOU LI  MA-TOU DIST　　TAINAN CITY,TAIWAN R.O.C",06-5701213,Kelly_Lin@skp.com.tw,https://www.shihkuen.com/zh-TW,上櫃,塑膠布製造反光片,2000/09/28
1235,109/10/25,4401,東隆興,－ ,紡織纖維,新北市板橋區三民路二段31號19樓,18770509,游志成,游榮利,彭武譽,稽核室協理,陳泰成,(02)2961-2112,19610814,19960509,新台幣                 10.0000元,1202862860,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,大師聯合會計師事務所,張蔚誠,游淑琴,TLOONG　　,"19FL, NO.31, SEC2 SAN MING RD, PANCHIAO DIST., NEWTAIPEI CITY , TAIWAN　　　　",2954-1028,mickey@tloong.com.tw,http://www.tloong.com.tw,上櫃,各種人造纖維縫線及織造用紗之製造、銷售與批發業務。各種棉、毛、麻絲、人造絲等混合線之製造與經銷。有關線類紡織品之製造經銷。,1996/05/09
1236,109/10/25,4402,福大,－ ,紡織纖維,台中市梧棲區四維中路157巷一號一樓,56349214,楊燈霖,楊浩維,楊浩維,總經理,何子龍,04-26393256,19700403,19970723,新台幣                 10.0000元,459918300,0,0,1,福邦證券股份有限公司,02-2181-2688,台北市中山區民生東路一段51號3樓,卓群聯合會計師事務所,葉璨增,曾友龍,FU TA　　,"1F., NO.1, LN. 157, SIWEI CENTRAL RD., WUQI DIST.,TAICHUNG CITY, TAIWANG (R.O.C.)",04-26391759,futa2@ms25.hinet.net,www.fu-ta.com.tw,上櫃,紡織業電子材料批發、零售,1997/07/23
1237,109/10/25,4406,新昕纖,－ ,紡織纖維,台北市長安西路289號10樓之4,7652202,莊育霖,莊晉嘉,莊晉嘉,總經理,莊婷媜,2552-5757,19800429,19990114,新台幣                 10.0000元,519120000,0,0,2,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,梅元貞,李(禾方)儀,HSIN-SIN,"ROOM 4. 10TH FL . NO.289CHANG-AN W. RD., TAIPEI TAIWAN　　",2550-4492,jchuang@hsinsin.com.tw,www.hsinsin.com.tw,上櫃,特多龍加工絲,1999/01/14
1238,109/10/25,4413,飛寶企業,－ ,紡織纖維,台北市中山區南京東路二段二號六樓,22676914,林資益,黃鈺翔,黃鈺翔,總經理,林資益,(02)25637238,19871030,19990729,新台幣                 10.0000元,313146890,20950000,0,2,台新國際商業銀行股務代理部,(02)25048125,台北市 10489中山區建國北路一段九十六號地下一樓,廣信益群聯合會計師事務所,黃健豪,彭&#32137;娟,EST,"6F., No.2, Sec. 2, Nanjing E. Rd., Zhongshan Dist.,Taipei, Taiwan, R.O.C.",(02)25637236,g901228@estga.com,www.estga.com,上櫃,長纖紡織業國際貿易業不動產買賣及租賃、旅館經營,1999/07/29
1239,109/10/25,4416,三圓,－ ,建材營造,(104)台北市南京東路二段96號8樓,7648290,王光祥,王雅麟,林世祖,管理部會計課經理,李彗瑀,(02)2563-9136,19791230,20000506,新台幣                 10.0000元,600156120,0,0,1,元大證券股份有限公司,(02)2586-5859,台北市承德路3段210號B1,集智聯合會計師事務所,王惠新,張俊德,SHANYUAN 　,"8F., NO.96 , SECTION 2, NANKINGE RD..　TAIPEI, TAIWAN, R.O.C　　",(02)2561-3994,sy4416@shanyuan.com.tw,http://www.shanyuan.com.tw,上櫃,委託營造廠商興建商業大樓、國民住宅出租出售業務。室內裝潢設計工程承攬及有關裝潢材料之進出口買賣。,2000/05/06
1240,109/10/25,4417,金洲,－ ,紡織纖維,屏東縣新園鄉港西村興安路12號,91871595,陳加仁,陳加仁,羅國榮,協理,陳雪音,(07)535-2939,19731224,20001107,新台幣                 10.0000元,839713990,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號4樓,勤業眾信聯合會計師事務所,江佳玲,廖鴻儒,KING CHOU,"23-2F No. 2, Chungshan 2nd Road,Kaohsiung, Taiwan R.O.C 80603",(07)535-2936,kingnet@mail.king-net.com.tw,http://www.king-net.com.tw,上櫃,各類漁網各類線索各類繩索,2000/11/07
1241,109/10/25,4419,元勝,－ ,紡織纖維,彰化縣北斗鎮拓農路199號,86124493,啟基投資股份有限公司,蘇怡仁,林春秀,管理部經理,杜宜庭,04-8883072,19910907,20010626,新台幣                 10.0000元,355789170,20850000,0,2,群益金鼎證券股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號B2,立本台灣聯合會計師事務所,張宜鈞,陶鴻文,ESG,"No.199, Tuonong Rd., Beidou TownshipChanghua County 521, Taiwan (R.O.C.)",04-8871815,l1254785@ms27.hinet.net,www.ensureglobal.com.tw,上櫃,紗線、絲帶、網繩、纜、疋頭、絲織布、針織布、加工絲、仿棉絲,2001/06/26
1242,109/10/25,4420,光明,－ ,紡織纖維,台北市內湖區瑞光路607號7樓,29576307,詹正田,李業振,李業振,總經理,劉筱君,(02)2657-5859,19660622,20020418,新台幣                 10.0000元,404550000,0,0,2,福邦證券股份有限公司,(02)2371-1658,10041台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,張淑瑩,池世欽,Kwang Ming,"7F., No.607, Ruiguang Rd., Neihu Dist.,Taipei City 11492, Taiwan (R.O.C.)",(02)8797-8898,kwmgco@ms35.hinet.net,www.kwangming.com　　,上櫃,聚酯加工絲租賃收入,2002/04/18
1243,109/10/25,4429,聚紡,－ ,紡織纖維,桃園市觀音區樹林里工業六路3號,16728098,陳國欽,蔡秋雄,李義仁,副總經理,莊宏儒,(03) 438-9538,19990108,20100915,新台幣                 10.0000元,343500000,0,0,1,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號B1,資誠聯合會計師事務所,葉翠苗,吳郁隆,G-FUN,"No.3, Gongye 6th Rd., Guanyin District,Taoyuan City, Taiwan",(03) 483-8520,g-fun@gtex.com.tw,www.gtex.com.tw,上櫃,透濕防水機能性紡織品,2010/09/15
1244,109/10/25,4430,耀億,－ ,其他,彰化縣和美鎮彰美路六段334號,59021804,王昭仁,王贊景,陳伯瑄,副總經理,黃莉萍,04-7556111,19731123,20110609,新台幣                 10.0000元,562736090,0,0,1,凱基證券股份有限公司,02-23892999,(100)台北市重慶南路一段2號5樓,資誠會計師事務所,徐建業,吳松源,YAO I,"No. 334, Sec . 6 , Chang Mei Rd.,Homei, Chang Hua ,Taiwan 508 R.O.C.",04-7556903,ir@yaoi.com.tw,http://www.yaoi.com.tw/,上櫃,體育用品、工業用線、尼龍線、釣漁線、割草線等各種紡紗、織布、不織布、其他紡織及製品製造育樂用品、布疋、衣著、鞋、帽、傘、服飾品、漁具等批發買賣,2011/06/09
1245,109/10/25,4432,銘旺實,－ ,紡織纖維,新北市五股區中興路一段6號9樓之5,22069170,陳盈璇,呂清裕,陳靜怡,財務長,從缺,(02)8976-9056,19860215,20121126,新台幣                 10.0000元,505890000,0,0,1,永豐金證券股務代理部,(02)2381-6288,(100)台北市博愛路17號3樓,資誠聯合會計師事務所,王照明,支秉鈞,Haksport,"9F-5, No. 6, Sec.1, Jung-shing RD., Wugu DistrictNew Taipei City 248, Taiwa",(02)8976-9431,IR@haksport.com,http://www.haksport.com/,上櫃,針織成衣、梭織成衣及各種成衣製造加工買賣業務前項有關產品之進出口貿易代理前各項有關國內外廠商產品之報價投標業務,2012/11/26
1246,109/10/25,4433,興采,－ ,紡織纖維,新北市新莊區五權二路10號1樓,23282425,陳國欽,黃松筠,王淑芬,副總經理,吳燕昇,02-85127888,19890314,20141103,新台幣                 10.0000元,465294470,0,0,1,凱基證券股份有限公司,02-2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,吳郁隆,王方瑜,Singtex,"No.10, Wuquan 2nd Rd.,Xinzhuang Dist., New Taipei City 24892,",02-22989888,spokesman@singtex.com,www.singtex.com,上櫃,國際貿易業務印染整理業成衣業,2014/11/03
1247,109/10/25,4502,健信,－ ,電機機械,彰化縣線西鄉彰濱東一路3號,55878947,蔡禮文,蔡禮文,蔡禮文,董事長,施義昭,04-7582899,19780620,19951212,新台幣                 10.0000元,497681630,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,徐建業,楊明經,RT,"NO.3  CHANG  PIN  E.1ST  RD., HSIEN-HSI  HSIANG.　　CHANGHUA  HSIEN,  TAIWAN,  R.O.C.　",04-7588511,enco@rostawheels.com.tw,www.rostawheels.com.tw,上櫃,各種鋼圈、鋁合金輪圈製造、加工、出口鋼板加工、出口及銷售汽車轉向系統之製造、出口及銷售,1995/12/12
